"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-1 Rate","ASC-1 Footnote","ASC-2 Rate","ASC-2 Footnote","ASC-3 Rate","ASC-3 Footnote","ASC-4 Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
ALASKA SPINE INSTITUTE SURGERY CENTER LLC,02C0001008,1316942048,ANCHORAGE,AK,99508,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,170,76.9,
CHARLESTON ENDOSCOPY CENTER,42C0001053,1316946106,CHARLESTON,SC,29414,2023,N/A,5,N/A,5,N/A,5,0.05,,100,,N/A,5,5077,No Different Than the National Rate,8.9,7.2,11.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CHARLESTON ENDOSCOPY CENTER,42C0001053,1316946106,CHARLESTON,SC,29414,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,70,100,
AMARILLO ENDOSCOPY CENTER,45C0001302,1316947609,AMARILLO,TX,79124,2023,N/A,5,N/A,5,N/A,5,0.03,,83.01,,N/A,5,1153,No Different Than the National Rate,10.9,8,14.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMARILLO ENDOSCOPY CENTER,45C0001302,1316947609,AMARILLO,TX,79124,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,85.1,
NEWPORT BEACH SURGERY CENTER L P,05C0001243,1316949415,NEWPORT BEACH,CA,92663,2023,0,,0,,0,,0.06,,88.89,,N/A,5,97,No Different Than the National Rate,9.5,6.6,13.7,,85.13,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,45,No Different Than the National Rate,5.5,3.6,8.4,,171,No Different than expected,1.1,0.7,1.8,,,N/A,5
NEWPORT BEACH SURGERY CENTER L P,05C0001243,1316949415,NEWPORT BEACH,CA,92663,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,83,100,
BETHESDA ENDOSCOPY CENTER LLC,21C0001171,1316969058,BETHESDA,MD,20817,2023,N/A,5,N/A,5,N/A,5,N/A,5,90.8,,N/A,5,3126,No Different Than the National Rate,8.3,6.2,10.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BETHESDA ENDOSCOPY CENTER LLC,21C0001171,1316969058,BETHESDA,MD,20817,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FLORIDA SURGERY CENTER ENTERPRISES LLC,10C0001496,1316973050,TAMPA,FL,33603,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,39,No Different Than the National Rate,9.7,6.6,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FLORIDA SURGERY CENTER ENTERPRISES LLC,10C0001496,1316973050,TAMPA,FL,33603,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,74,82.5,
CENTRAL MARYLAND ENDOSCOPY LLC,21C0001418,1316976137,ELKRIDGE,MD,21075,2023,0,,0,,0,,0.03,,100,,N/A,5,1086,No Different Than the National Rate,8.4,6.1,11.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,7,,N/A,5
CENTRAL MARYLAND ENDOSCOPY LLC,21C0001418,1316976137,ELKRIDGE,MD,21075,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
CENTER FOR DIGESTIVE DISEASES AND CARY ENDOSCOPY CENTER,34C0001143,1326001819,CARY,NC,27518,2023,0,,0.05,,0,,0.05,,100,,N/A,5,326,No Different Than the National Rate,9.6,6.7,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CENTER FOR DIGESTIVE DISEASES AND CARY ENDOSCOPY CENTER,34C0001143,1326001819,CARY,NC,27518,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,25,84,
GROSSMONT SURGERY CENTER LP,05C0001090,1326004110,LA MESA,CA,91942,2023,N/A,5,N/A,5,N/A,5,N/A,5,87.96,,N/A,5,851,No Different Than the National Rate,8.6,6.2,12,,N/A,5,0.56,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GROSSMONT SURGERY CENTER LP,05C0001090,1326004110,LA MESA,CA,91942,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,59,88.1,
GROVE PLACE SURGERY CENTER LLC,10C0001391,1326045014,VERO BEACH,FL,32960,2023,0.03,,0,,0.03,,0.29,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,867,No Different Than the National Rate,2.5,1.9,3.3,,N/A,N/A,N/A,N/A,N/A,5,45,No Different than expected,1,0.6,1.9,,,N/A,5
GROVE PLACE SURGERY CENTER LLC,10C0001391,1326045014,VERO BEACH,FL,32960,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,65,75.4,
SOUTH EMERSON SURGERY CENTER LLC,15C0001105,1326046822,INDIANAPOLIS,IN,46237,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTH EMERSON SURGERY CENTER LLC,15C0001105,1326046822,INDIANAPOLIS,IN,46237,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ST LUCYS OUTPATIENT SURGERY CENTER INC,10C0001085,1326047101,PORT CHARLOTTE,FL,33952,2023,0,,0,,0,,0.09,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ST LUCYS OUTPATIENT SURGERY CENTER INC,10C0001085,1326047101,PORT CHARLOTTE,FL,33952,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,28,100,
WEST SHORE ENDOSCOPY CENTER LLC,39C0001048,1326047937,CAMP HILL,PA,17011,2023,N/A,5,0.04,,N/A,5,0.04,,99.39,,N/A,5,2168,No Different Than the National Rate,10.2,7.7,13.5,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WEST SHORE ENDOSCOPY CENTER LLC,39C0001048,1326047937,CAMP HILL,PA,17011,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LOURDES AMBULATORY SURGERY CENTER LLC,18C0001027,1326048091,PADUCAH,KY,42003,2023,0,,0,,0,,0.03,,100,,N/A,5,644,No Different Than the National Rate,8.8,6.2,12.4,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,34,No Different than expected,0.9,0.5,1.7,,,N/A,5
LOURDES AMBULATORY SURGERY CENTER LLC,18C0001027,1326048091,PADUCAH,KY,42003,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,106,86.8,
UROLOGIC SURGERY CENTER OF KNOXVILLE,44C0001027,1326054172,KNOXVILLE,TN,37922,2023,N/A,5,0.03,,N/A,5,0.04,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.24,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,1158,No Different Than the National Rate,4.7,3.7,5.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
UROLOGIC SURGERY CENTER OF KNOXVILLE,44C0001027,1326054172,KNOXVILLE,TN,37922,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,43,100,
JOHNS HOPKINS SCS,21C0001351,1326075250,BETHESDA,MD,20817,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
JOHNS HOPKINS SCS,21C0001351,1326075250,BETHESDA,MD,20817,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,42,96,
PAIN TREATMENT CENTER OF MICHIGAN LLC DBA MATRIX SURGERY CENTER,23C0001071,1326091513,SAGINAW,MI,48603,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.83,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PAIN TREATMENT CENTER OF MICHIGAN LLC DBA MATRIX SURGERY CENTER,23C0001071,1326091513,SAGINAW,MI,48603,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
PROLIANCE SURGEONS INC PS,50C0001070,1326094491,SEATTLE,WA,98104,2023,N/A,5,N/A,5,N/A,5,0.15,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PROLIANCE SURGEONS INC PS,50C0001070,1326094491,SEATTLE,WA,98104,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,100,
HARRISBURG ENDOSCOPY AND SURGERY CENTER INC,39C0001093,1326097536,HARRISBURG,PA,17111,2023,N/A,5,N/A,5,N/A,5,N/A,5,68.75,,N/A,5,1576,No Different Than the National Rate,8.4,6.1,11.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
HARRISBURG ENDOSCOPY AND SURGERY CENTER INC,39C0001093,1326097536,HARRISBURG,PA,17111,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,41,87.8,
FREDERICKSBURG AMBULATORY SURGERY CENTER LLC,49C0001006,1326097981,FREDERICKSBURG,VA,22401,2023,0,,0,,0,,0.37,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.54,,0,,527,No Different Than the National Rate,2.4,1.7,3.5,,78,No Different Than the National Rate,5.7,3.8,8.7,,496,No Different than expected,0.9,0.6,1.4,,,N/A,5
FREDERICKSBURG AMBULATORY SURGERY CENTER LLC,49C0001006,1326097981,FREDERICKSBURG,VA,22401,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,257,94,
OMAHA AMBULATORY SURGERY CENTER LLP,28C0001006,1326107509,OMAHA,NE,68114,2023,N/A,5,N/A,5,N/A,5,N/A,1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OMAHA AMBULATORY SURGERY CENTER LLP,28C0001006,1326107509,OMAHA,NE,68114,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,100,
ACADIANA ENDOSCOPY CENTER INC,19C0001046,1326114364,LAFAYETTE,LA,70503,2023,0,,0,,0,,0.02,,94.55,,N/A,5,3025,No Different Than the National Rate,10.2,7.8,13.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ACADIANA ENDOSCOPY CENTER INC,19C0001046,1326114364,LAFAYETTE,LA,70503,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,91.3,
EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,45C0001465,1326114869,EL PASO,TX,79902,2023,N/A,5,0.02,,N/A,5,0.22,,96.19,,N/A,5,256,No Different Than the National Rate,10.4,7.1,14.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,45C0001465,1326114869,EL PASO,TX,79902,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,81,91.4,
SSM HEALTH SURGERYDIGESTIVE HEALTH CTR ON PARK ST,52C0001011,1326119157,MADISON,WI,53715,2023,0.01,,0.01,,0,,0.03,,99.17,,N/A,5,2369,No Different Than the National Rate,11.2,8.6,14.8,,97.09,,N/A,5,400,No Different Than the National Rate,2.7,1.9,4,,126,No Different Than the National Rate,7.1,4.8,10.3,,256,No Different than expected,1.3,0.8,2.1,,,N/A,5
SSM HEALTH SURGERYDIGESTIVE HEALTH CTR ON PARK ST,52C0001011,1326119157,MADISON,WI,53715,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,187,94.7,
ENDOSCOPY CENTER OF CONNECTICUT LLC,07C0001047,1326131418,GUILFORD,CT,6437,2023,N/A,5,0,,0,,0.04,,99.56,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF CONNECTICUT LLC,07C0001047,1326131418,GUILFORD,CT,6437,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,11,100,
MADISON STREET SURGERY CENTER LLC,06C0001056,1326132291,DENVER,CO,80206,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.31,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MADISON STREET SURGERY CENTER LLC,06C0001056,1326132291,DENVER,CO,80206,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,33,97,
TEANECK GASTROENTEROLOGY AND ENDOSCOPY CENTER,31C0001067,1326136177,TEANECK,NJ,7666,2023,N/A,5,N/A,5,N/A,5,0.02,,60.43,,N/A,5,1111,No Different Than the National Rate,10.4,7.4,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TEANECK GASTROENTEROLOGY AND ENDOSCOPY CENTER,31C0001067,1326136177,TEANECK,NJ,7666,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,38,100,
LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,44C0001166,1326142878,LEBANON,TN,37090,2023,0,,0,,0,,N/A,5,98.97,,N/A,5,548,No Different Than the National Rate,9.8,7,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LEBANON ENDOSCOPY CENTER LLC DBA LEBANON ENDOSCOPY CENTER,44C0001166,1326142878,LEBANON,TN,37090,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,85.7,
CENTER FOR SPECIAL SURGERY,35C0001022,1326144221,FARGO,ND,58103,2023,0.02,,0.02,,0.02,,0.08,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.69,,0,,236,No Different Than the National Rate,2.2,1.5,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CENTER FOR SPECIAL SURGERY,35C0001022,1326144221,FARGO,ND,58103,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97,93.8,
UPDEGRAFF VISION LASER AND SURGERY CENTER,10C0001396,1326170036,ST PETERSBURG,FL,33713,2023,N/A,5,N/A,5,0.03,,0.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.18,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,35,No Different than expected,0.9,0.5,1.7,,,N/A,5
UPDEGRAFF VISION LASER AND SURGERY CENTER,10C0001396,1326170036,ST PETERSBURG,FL,33713,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,98.7,
NASHVILLE GASTROINTESTINAL ENDOSCOPY CENTER,44C0001019,1326176215,NASHVILLE,TN,37205,2023,0,,0,,0,,0.04,,73.76,,N/A,5,830,No Different Than the National Rate,10.6,7.6,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NASHVILLE GASTROINTESTINAL ENDOSCOPY CENTER,44C0001019,1326176215,NASHVILLE,TN,37205,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,77.1,
NASHVILLE GASTROINTESTINAL ENDOSCOPY CENTER,44C0001040,1326176215,NASHVILLE,TN,37205,2023,0,,0,,0,,0.04,,73.76,,N/A,5,830,No Different Than the National Rate,10.6,7.6,14.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NASHVILLE GASTROINTESTINAL ENDOSCOPY CENTER,44C0001040,1326176215,NASHVILLE,TN,37205,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,77.1,
ALAMARCON HOLDING LLC,10C0001533,1326181314,TALLAHASSEE,FL,32308,2023,0,,0,,0,,0.51,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.45,,N/A,5,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ALAMARCON HOLDING LLC,10C0001533,1326181314,TALLAHASSEE,FL,32308,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENCINO DERMASURGERY CENTER,05C0001717,1326182411,ENCINO,CA,91436,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,322,No Different than expected,0.8,0.5,1.4,,,N/A,5
ENCINO DERMASURGERY CENTER,05C0001717,1326182411,ENCINO,CA,91436,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
